EntrezID,GeneSymbol,InputCategory,TRIAGEhits,Pathway,InteractingGenes,NetworkGenePathways
6175,RPLP0,MedConf,Yes,Ribosome,"RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, RPS20, RPL18, RPL17, RPL32, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, SEC61B, RPL37, RPL39L, SECISBP2, SPCS3, RPL6, RANBP2, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, HNRNPU, ETF1, RPL18A, SEC61A1, RPS23, RPL4","Ribosome (22), RNA transport (8), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (2)"
138716,RPP25L,MedConf,Yes,"RNA transport, Ribosome biogenesis in eukaryotes",POP7,"Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
6204,RPS10,MedConf,Yes,Ribosome,"RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, TMED2, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, PRPF3, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (2)"
6210,RPS15A,MedConf,Yes,Ribosome,"RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, DDX3X, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, ACTA2, DIMT1, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Relaxin signaling pathway (1), Spliceosome (1)"
6222,RPS18,MedConf,Yes,Ribosome,"EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, ATP6V0A1, HEATR1, SEC61B, IMP4, RPL37, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6224,RPS20,MedConf,Yes,Ribosome,"RPL18, MRPL1, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, COG4, RPL37, PGRMC1, DDX49, MAP4, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56","Ribosome (23), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
6228,RPS23,MedConf,Yes,Ribosome,"RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, ACTA2, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Relaxin signaling pathway (1), Spliceosome (1)"
6232,RPS27,MedConf,Yes,Ribosome,"RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, CLASP1, NUP107, NUP133, UTP14A, XPO1, EIF3G, PPP2R2A, EIF3H, CENPQ, EIF4E, NCBP2, CDC42, ZWILCH, NUP85, AHCTF1, NUP160, HEATR1, SEC61B, IMP4, ITGB3BP, RPL37, DDX49, TAOK1, RPL39L, SECISBP2, SPCS3, RPL6, RANBP2, EEF1A1, RANGAP1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10","Ribosome (22), RNA transport (14), Ribosome biogenesis in eukaryotes (7), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), MAPK signaling pathway (2), mTOR signaling pathway (2), Focal adhesion (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Spliceosome (1), T cell receptor signaling pathway (1)"
6191,RPS4X,MedConf,Yes,Ribosome,"RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, ACTA2, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Relaxin signaling pathway (1), Spliceosome (1)"
6194,RPS6,MedConf,Yes,"Ribosome, EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, mTOR signaling pathway, HIF-1 signaling pathway","NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, EXOSC3, MPHOSPH6, HEATR1, SEC61B, IMP4, RPS6KB1, RPL37, DDX49, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, EXOSC9, EXOSC5, RPL9, RPS18, EIF3I, RPS8, ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Autophagy - animal (1), ErbB signaling pathway (1), Spliceosome (1)"
6198,RPS6KB1,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, PI3K-Akt signaling pathway, mTOR signaling pathway, HIF-1 signaling pathway, ErbB signaling pathway, Autophagy - animal","RRAGB, POLDIP3, RPS6, GRB2, PPP2R2A, MTOR, EIF4E, CDC42, AKT1, TGFBR2","mTOR signaling pathway (6), PI3K-Akt signaling pathway (6), EGFR tyrosine kinase inhibitor resistance (5), HIF-1 signaling pathway (4), MAPK signaling pathway (4), Autophagy - animal (3), ErbB signaling pathway (3), Focal adhesion (3), FoxO signaling pathway (3), Phospholipase D signaling pathway (3), Ras signaling pathway (3), Relaxin signaling pathway (3), T cell receptor signaling pathway (3), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (1), Ribosome (1), RNA transport (1)"
6202,RPS8,MedConf,Yes,Ribosome,"ETF1, FBL, RPL18A, SEC61A1, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, EIF1AX, RPS6, NOP56, RPS20, RPL18, RPL17, NOP58, RPL32, UTP14A, EIF3G, PPP2R2A, EIF3H, EIF4E, NCBP2, HEATR1, SEC61B, IMP4, RPL37, DDX49, DCAF1, RPL39L, SECISBP2, SPCS3, RPL6, EEF1A1, RPS15A, RPL9, RPS18, EIF3I","Ribosome (22), RNA transport (7), Ribosome biogenesis in eukaryotes (6), PI3K-Akt signaling pathway (3), EGFR tyrosine kinase inhibitor resistance (2), HIF-1 signaling pathway (2), mTOR signaling pathway (2), Spliceosome (1)"
10325,RRAGB,HighConf,Yes,"mTOR signaling pathway, Autophagy - animal","DEPDC5, MTOR, EIF4E, AKT1, RPS6KB1","mTOR signaling pathway (5), EGFR tyrosine kinase inhibitor resistance (4), HIF-1 signaling pathway (4), PI3K-Akt signaling pathway (4), Autophagy - animal (3), ErbB signaling pathway (3), Phospholipase D signaling pathway (2), Focal adhesion (1), FoxO signaling pathway (1), MAPK signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), RNA transport (1), T cell receptor signaling pathway (1)"
22800,RRAS2,MedConf,Yes,"Ras signaling pathway, Regulation of actin cytoskeleton, MAPK signaling pathway, Autophagy - animal, Phospholipase D signaling pathway","TIAM1, MOS","Regulation of actin cytoskeleton (2), MAPK signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1)"
124923,RSKR,MedConf,Yes,,CD8B,T cell receptor signaling pathway (1)
26156,RSL1D1,HighConf,Yes,,"POLR3F, HNRNPU, FBL, RPL4, NOP56, NOP58","Ribosome biogenesis in eukaryotes (3), Pyrimidine metabolism (1), Ribosome (1), RNA polymerase (1), Spliceosome (1)"
51187,RSL24D1,MedConf,Yes,Ribosome,FBL,Ribosome biogenesis in eukaryotes (1)
51289,RXFP3,MedConf,Yes,Relaxin signaling pathway,"NPBWR1, AGTR2, GABBR1, OPRM1, C3, GNG2, C5AR1, LPAR1, CHRM2, CXCR4, MTNR1A, HTR1F","PI3K-Akt signaling pathway (3), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
6277,S100A6,MedConf,Yes,,CLNS1A,RNA transport (1)
6280,S100A9,MedConf,Yes,,"HNRNPU, UTP14A, TRA2A","Spliceosome (2), Ribosome biogenesis in eukaryotes (1)"
29927,SEC61A1,MedConf,Yes,,"RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, RPL37, RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A","Ribosome (23), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
10952,SEC61B,MedConf,Yes,,"RPL37, RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32","Ribosome (23), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
79048,SECISBP2,MedConf,Yes,,"RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, RPL37","Ribosome (23), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
10371,SEMA3A,MedConf,Yes,,"PAK2, PIP5K1C","Focal adhesion (2), Regulation of actin cytoskeleton (2), ErbB signaling pathway (1), MAPK signaling pathway (1), Phospholipase D signaling pathway (1), Ras signaling pathway (1), T cell receptor signaling pathway (1)"
59343,SENP2,MedConf,Yes,RNA transport,"DVL2, RANGAP1, NUP107, NUP133, NUP153","RNA transport (4), mTOR signaling pathway (1), Notch signaling pathway (1)"
5345,SERPINF2,MedConf,Yes,,"EGF, VEGFD","Focal adhesion (2), PI3K-Akt signaling pathway (2), Rap1 signaling pathway (2), Ras signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), FoxO signaling pathway (1), HIF-1 signaling pathway (1), MAPK signaling pathway (1), Phospholipase D signaling pathway (1), Regulation of actin cytoskeleton (1), Relaxin signaling pathway (1)"
80854,SETD7,MedConf,Yes,"Lysine degradation, FoxO signaling pathway","PLOD1, PLOD3",Lysine degradation (2)
10291,SF3A1,MedConf,Yes,Spliceosome,"SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, UTP14A, TRA2A, SF3B3, PRPF40A, LSM3, LSM2, TRIM55, SNRPB","Spliceosome (14), Pyrimidine metabolism (1), Ribosome biogenesis in eukaryotes (1), RNA polymerase (1), RNA transport (1)"
8175,SF3A2,MedConf,Yes,Spliceosome,"HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, ARGLU1, CHERP, HRH2, HNRNPF, PABPN1, SLU7, HTATSF1, PPWD1, PRPF3, ILF3, RBM22","Spliceosome (13), Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1)"
23450,SF3B3,MedConf,Yes,Spliceosome,"PRPF40A, LSM3, LSM2, TRIM55, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3, RBM22, SF3A2, HNRNPU, RPL18A, SNRPA1, UTP14A, SPTAN1, TRA2A","Spliceosome (14), Pyrimidine metabolism (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), RNA polymerase (1), RNA transport (1)"
10019,SH2B3,MedConf,Yes,,GRB2,"EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
6457,SH3GL3,MedConf,Yes,,"EGF, DVL2, CHRM2, ARPC1A, ARPC5, EGFR, CD4, FLT1, PDGFRA","Regulation of actin cytoskeleton (6), PI3K-Akt signaling pathway (5), Focal adhesion (4), Rap1 signaling pathway (4), Ras signaling pathway (4), EGFR tyrosine kinase inhibitor resistance (3), HIF-1 signaling pathway (3), MAPK signaling pathway (3), Phospholipase D signaling pathway (3), ErbB signaling pathway (2), FoxO signaling pathway (2), mTOR signaling pathway (1), Notch signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
399694,SHC4,MedConf,Yes,"EGFR tyrosine kinase inhibitor resistance, Focal adhesion, Ras signaling pathway, Relaxin signaling pathway, ErbB signaling pathway, Phospholipase D signaling pathway","GRB2, EGFR, FLT1, PDGFRA, FLT4","Focal adhesion (5), PI3K-Akt signaling pathway (5), Ras signaling pathway (5), Rap1 signaling pathway (4), EGFR tyrosine kinase inhibitor resistance (3), MAPK signaling pathway (3), Phospholipase D signaling pathway (3), ErbB signaling pathway (2), FoxO signaling pathway (2), HIF-1 signaling pathway (2), Regulation of actin cytoskeleton (2), Relaxin signaling pathway (2), mTOR signaling pathway (1), T cell receptor signaling pathway (1)"
10569,SLU7,MedConf,Yes,Spliceosome,"NUP54, PPWD1, POLDIP3, LUZP4, RANBP2, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, NUP107, NUP133, NUP153, SF3B3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, THOC2, NUP155, NUP85, NUP160, NUP88, HNRNPF, PABPN1, NUP62","RNA transport (12), Spliceosome (12), Pyrimidine metabolism (1), RNA polymerase (1)"
6627,SNRPA1,MedConf,Yes,Spliceosome,"SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, SSB, CHERP, HNRNPF, PABPN1, SLU7, PPWD1, PRPF3, RBM22, SF3A2, HNRNPU, PSMA7","Spliceosome (13), Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1)"
6628,SNRPB,MedConf,Yes,Spliceosome,"SF3A1, SUGP1, ELAVL1, POLR2J, NCBP2, CHERP, NUP155, NUP85, NUP160, NUP88, HNRNPF, PABPN1, NUP62, SLU7, NUP54, GEMIN2, PPWD1, RANBP2, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, NUP107, NUP133, NUP153, SF3B3, CLNS1A, PRPF40A, LSM3, LSM2","RNA transport (13), Spliceosome (13), Pyrimidine metabolism (1), RNA polymerase (1)"
60559,SPCS3,HighConf,Yes,,"RPL6, RPS15A, RPL9, RPS18, RPS8, RPL18A, RPS23, RPL4, RPLP0, RPL7, RPL10, RPL27A, RPS10, RPS27, RPL7A, RPS4X, RPL10A, RPS6, RPS20, RPL18, RPL17, RPL32, RPL37","Ribosome (23), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
23013,SPEN,MedConf,Yes,,"EP300, NUP54, MAML1, NUP107","Notch signaling pathway (2), RNA transport (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
8877,SPHK1,MedConf,Yes,Phospholipase D signaling pathway,"FCER1A, CERS5, ACER3, CCT3, PDGFRA","Phospholipase D signaling pathway (2), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1)"
6697,SPR,MedConf,Yes,,"ACAT2, MDH1","Pyruvate metabolism (2), Citrate cycle (TCA cycle) (1), Lysine degradation (1), Propanoate metabolism (1)"
6709,SPTAN1,HighConf,Yes,,"SF3B3, ACTA2, ARF1","Phospholipase D signaling pathway (1), Relaxin signaling pathway (1), Spliceosome (1)"
6711,SPTBN1,HighConf,Yes,,"TGFBR2, ARF1","FoxO signaling pathway (1), MAPK signaling pathway (1), Phospholipase D signaling pathway (1), Relaxin signaling pathway (1)"
10929,SRSF8,MedConf,Yes,Spliceosome,,
6741,SSB,HighConf,Yes,,"POLR3F, POLR3D, EEF1A1, NOP56, SNRPA1, POLR3A","Pyrimidine metabolism (3), RNA polymerase (3), Ribosome biogenesis in eukaryotes (1), RNA transport (1), Spliceosome (1)"
54434,SSH1,MedConf,Yes,Regulation of actin cytoskeleton,"GRB2, CXCR4","EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), Focal adhesion (1), FoxO signaling pathway (1), MAPK signaling pathway (1), mTOR signaling pathway (1), Phospholipase D signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
6480,ST6GAL1,MedConf,Yes,N-Glycan biosynthesis,,
90627,STARD13,MedConf,Yes,,CDC42,"Focal adhesion (1), MAPK signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), T cell receptor signaling pathway (1)"
3703,STT3A,HighConf,Yes,N-Glycan biosynthesis,,
6811,STX5,HighConf,Yes,,"NUP160, MAN2A1","N-Glycan biosynthesis (1), RNA transport (1)"
57794,SUGP1,MedConf,Yes,,"POLR2J, NCBP2, CHERP, SLU7, PRPF3, RBM22, SF3A2, HNRNPU, SNRPA1, SF3B3, PRPF40A, LSM3, LSM2, SNRPB, SF3A1","Spliceosome (14), Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1)"
6839,SUV39H1,MedConf,Yes,Lysine degradation,"PLOD1, PLOD3, BAHD1, HDAC1","Lysine degradation (2), Notch signaling pathway (1)"
83551,TAAR8,MedConf,Yes,,GNG2,"PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
6863,TAC1,MedConf,Yes,,"GNG2, LPAR1","PI3K-Akt signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
10629,TAF6L,MedConf,Yes,,"NCOR2, HDAC1, KAT2A",Notch signaling pathway (3)
57551,TAOK1,HighConf,Yes,MAPK signaling pathway,"RANBP2, RANGAP1, RPS27, CLASP1, NUP107, NUP133, XPO1, CENPQ, CDC42, ZWILCH, NUP85, AHCTF1, NUP160, ITGB3BP","RNA transport (7), Focal adhesion (1), MAPK signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), Ribosome (1), Ribosome biogenesis in eukaryotes (1), T cell receptor signaling pathway (1)"
51567,TDP2,MedConf,Yes,,RELA,"HIF-1 signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
7029,TFDP2,HighConf,Yes,,"EP300, HDAC1","Notch signaling pathway (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1)"
7048,TGFBR2,MedConf,Yes,"MAPK signaling pathway, FoxO signaling pathway, Relaxin signaling pathway","ERCC3, RPS6KB1, CCNT1, CDK13, XPO1, PPP2R2A, SPTBN1","PI3K-Akt signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), ErbB signaling pathway (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Ribosome biogenesis in eukaryotes (1), RNA transport (1)"
60436,TGIF2,MedConf,Yes,,HDAC1,Notch signaling pathway (1)
57187,THOC2,HighConf,Yes,"RNA transport, Spliceosome","NUP155, NUP85, NUP160, NUP88, PABPN1, NUP62, SLU7, NUP54, POLDIP3, LUZP4, RANBP2, NUP107, NUP133, NUP153, VPS53, USP7, NCBP2","RNA transport (11), Spliceosome (2), FoxO signaling pathway (1)"
7074,TIAM1,MedConf,Yes,"Ras signaling pathway, Regulation of actin cytoskeleton, Rap1 signaling pathway","RRAS2, CDC42, RAP1B","MAPK signaling pathway (3), Ras signaling pathway (3), Focal adhesion (2), Rap1 signaling pathway (2), Regulation of actin cytoskeleton (2), Autophagy - animal (1), Phospholipase D signaling pathway (1), T cell receptor signaling pathway (1)"
26230,TIAM2,HighConf,Yes,,CDC42,"Focal adhesion (1), MAPK signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Regulation of actin cytoskeleton (1), T cell receptor signaling pathway (1)"
1678,TIMM8A,HighConf,Yes,,CDA,Pyrimidine metabolism (1)
10972,TMED10,MedConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
10959,TMED2,HighConf,Yes,,"ARF1, EIF3I, RPS10","Phospholipase D signaling pathway (1), Ribosome (1), RNA transport (1)"
79155,TNIP2,MedConf,Yes,,RELA,"HIF-1 signaling pathway (1), MAPK signaling pathway (1), PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1), T cell receptor signaling pathway (1)"
7137,TNNI3,MedConf,Yes,,PPP2R2A,PI3K-Akt signaling pathway (1)
84134,TOMM40L,MedConf,Yes,,NUP62,RNA transport (1)
29896,TRA2A,MedConf,Yes,Spliceosome,"SF3B3, PRPF40A, SF3A1, HRH2, S100A9, HNRNPU",Spliceosome (4)
22878,TRAPPC8,HighConf,Yes,,ACAT2,"Lysine degradation (1), Propanoate metabolism (1), Pyruvate metabolism (1)"
7200,TRH,MedConf,Yes,,"GNG2, LPAR1","PI3K-Akt signaling pathway (2), Phospholipase D signaling pathway (1), Rap1 signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
84675,TRIM55,HighConf,Yes,,"SF3A1, RANBP2, HNRNPU, SF3B3","Spliceosome (3), RNA transport (1)"
81844,TRIM56,MedConf,Yes,,LSM2,Spliceosome (1)
9321,TRIP11,MedConf,Yes,,ARF1,Phospholipase D signaling pathway (1)
7252,TSHB,MedConf,Yes,,GNG2,"PI3K-Akt signaling pathway (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
7253,TSHR,MedConf,Yes,,"PC, GNG2","Citrate cycle (TCA cycle) (1), PI3K-Akt signaling pathway (1), Pyruvate metabolism (1), Ras signaling pathway (1), Relaxin signaling pathway (1)"
221830,TWISTNB,MedConf,Yes,"RNA polymerase, Pyrimidine metabolism","KAT2A, ZNRD1, ERCC3, EP300, ENTPD3","Notch signaling pathway (2), Pyrimidine metabolism (2), FoxO signaling pathway (1), HIF-1 signaling pathway (1), RNA polymerase (1)"
55236,UBA6,MedConf,Yes,,ATG7,Autophagy - animal (1)
7321,UBE2D1,MedConf,Yes,,"RELA, AKT1, EGFR, EP300, ATG7, EGF, EHMT1","HIF-1 signaling pathway (5), FoxO signaling pathway (4), MAPK signaling pathway (4), PI3K-Akt signaling pathway (4), Ras signaling pathway (4), EGFR tyrosine kinase inhibitor resistance (3), ErbB signaling pathway (3), Focal adhesion (3), Phospholipase D signaling pathway (3), Rap1 signaling pathway (3), Relaxin signaling pathway (3), Autophagy - animal (2), Regulation of actin cytoskeleton (2), T cell receptor signaling pathway (2), Lysine degradation (1), mTOR signaling pathway (1), Notch signaling pathway (1)"
7327,UBE2G2,MedConf,Yes,,ATG7,Autophagy - animal (1)
118424,UBE2J2,MedConf,Yes,,ATG7,Autophagy - animal (1)
7336,UBE2V2,MedConf,Yes,,"ATG7, NSD2",Autophagy - animal (1)
51035,UBXN1,MedConf,Yes,,"ACAT2, CLNS1A","Lysine degradation (1), Propanoate metabolism (1), Pyruvate metabolism (1), RNA transport (1)"
51720,UIMC1,MedConf,Yes,,NSD2,
7874,USP7,MedConf,Yes,FoxO signaling pathway,"RPA2, POLR2J, THOC2, HNRNPF, PTEN, ERCC3, EP300, KLHDC10, VPS53","FoxO signaling pathway (2), Autophagy - animal (1), EGFR tyrosine kinase inhibitor resistance (1), Focal adhesion (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), Notch signaling pathway (1), PI3K-Akt signaling pathway (1), Pyrimidine metabolism (1), RNA polymerase (1), RNA transport (1), Spliceosome (1)"
10813,UTP14A,MedConf,Yes,Ribosome biogenesis in eukaryotes,"SF3B3, PRPF40A, SF3A1, EXOSC3, MPHOSPH6, HEATR1, IMP4, S100A9, DDX49, RPS15A, EXOSC9, EXOSC5, RPS18, RPS8, HNRNPU, FBL, RPS23, RPS10, RPS27, RPS4X, RPS6, NOP56, RPS20, NOP58","Ribosome (9), Ribosome biogenesis in eukaryotes (5), Spliceosome (4), EGFR tyrosine kinase inhibitor resistance (1), HIF-1 signaling pathway (1), mTOR signaling pathway (1), PI3K-Akt signaling pathway (1)"
