"GeneSymbol","KEGGpresence","EntrezID","Replicate1","Zscore","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","Pathway"
"ADCK4","Absent",79934,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCK5","Absent",203054,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADCY10","Present",55811,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY2","Present",108,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY3","Present",109,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY4","Present",196883,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY6","Present",112,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY7","Present",113,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY8","Present",114,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCY9","Present",115,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADCYAP1","Absent",116,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADCYAP1R1","Present",117,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADD1","Absent",118,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADD2","Absent",119,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADD3","Absent",120,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADGB","Absent",79747,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADH1C","Present",126,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADH4","Present",127,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADH5","Present",128,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADH7","Present",131,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADHFE1","Absent",137872,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADI1","Present",55256,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADIG","Absent",149685,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADIPOQ","Present",9370,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADIPOR1","Present",51094,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ADIPOR2","Present",79602,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADK","Present",132,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADM","Absent",133,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADM2","Absent",79924,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADORA1","Present",134,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADORA2A","Present",135,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADORA2B","Present",136,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADORA3","Present",140,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADPGK","Present",83440,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADPRH","Absent",141,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADPRHL1","Absent",113622,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADPRHL2","Absent",54936,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ADPRM","Present",56985,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADRA1A","Present",148,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRA1B","Present",147,1,1,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ADRA1D","Present",146,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRA2A","Present",150,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRA2B","Present",151,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ADRA2C","Present",152,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRB1","Present",153,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRB2","Present",154,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRB3","Present",155,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRBK1","Present",156,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRBK2","Present",157,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ADRM1","Absent",11047,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADSL","Present",158,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADSS","Present",159,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADSSL1","Present",122622,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"ADTRP","Absent",84830,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AEBP1","Absent",165,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AEBP2","Absent",121536,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AEN","Absent",64782,1,1,"HighConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"AES","Absent",166,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFAP1","Absent",60312,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFAP1L1","Absent",134265,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFAP1L2","Absent",84632,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFF1","Absent",4299,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFF2","Absent",2334,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFF3","Absent",3899,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFF4","Absent",27125,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"AFM","Absent",173,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AFMID","Present",125061,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AFP","Absent",174,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AFTPH","Absent",54812,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGA","Present",175,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGAP1","Present",116987,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGAP3","Absent",116988,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGBL1","Absent",123624,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGBL2","Absent",79841,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGBL3","Absent",340351,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGBL5","Absent",60509,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGER","Absent",177,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGFG1","Absent",3267,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGFG2","Absent",3268,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGGF1","Absent",55109,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGK","Present",55750,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGMO","Absent",392636,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"AGO1","Absent",26523,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGO2","Absent",27161,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGO3","Absent",192669,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGO4","Absent",192670,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGPAT1","Present",10554,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPAT2","Present",10555,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPAT3","Present",56894,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPAT4","Present",56895,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPAT5","Absent",55326,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPAT6","Present",137964,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPAT9","Present",84803,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGPS","Present",8540,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGR2","Absent",10551,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGR3","Absent",155465,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGRN","Present",375790,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGRP","Present",181,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGT","Present",183,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGTPBP1","Absent",23287,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGTR1","Present",185,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGTR2","Present",186,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AGTRAP","Absent",57085,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AGXT","Present",189,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AHCTF1","Absent",25909,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AHCY","Present",191,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AHCYL1","Present",10768,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AHCYL2","Present",23382,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AHDC1","Absent",27245,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AHI1","Absent",54806,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AHNAK","Absent",79026,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AHR","Absent",196,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AHRR","Absent",57491,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AHSA1","Absent",10598,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"AHSA2","Absent",130872,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AHSG","Absent",197,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AICDA","Present",57379,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AIDA","Absent",64853,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIF1","Absent",199,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIF1L","Absent",83543,0.5,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"AIFM1","Present",9131,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AIFM2","Absent",84883,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIFM3","Absent",150209,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIG1","Absent",51390,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIM1","Absent",202,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIMP1","Absent",9255,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIMP2","Absent",7965,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIP","Absent",9049,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIPL1","Absent",23746,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AIRE","Present",326,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AJUBA","Absent",84962,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AK1","Present",203,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AK2","Present",204,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AK3","Present",50808,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AK4","Present",205,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AK5","Present",26289,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"AK8","Absent",158067,0.5,0.5,"MedConf","No","MedConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Yes","HighConf","Purine metabolism"
"AKAP1","Absent",8165,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP10","Absent",11216,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP12","Absent",9590,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP2","Absent",11217,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP3","Absent",10566,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP4","Absent",8852,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP7","Absent",9465,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP8","Absent",10270,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP8L","Absent",26993,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKAP9","Absent",10142,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKIP1","Absent",56672,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKIRIN1","Absent",79647,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKNAD1","Absent",254268,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKR1A1","Present",10327,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1B1","Present",231,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1B10","Present",57016,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1C1","Present",1645,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1C2","Present",1646,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1C3","Present",8644,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1C4","Present",1109,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1D1","Present",6718,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKR1E2","Absent",83592,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"AKR7A2","Absent",8574,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKT1","Present",207,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKT1S1","Absent",84335,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKT2","Present",208,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKT3","Present",10000,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"AKTIP","Absent",64400,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ALAD","Present",210,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALAS1","Present",211,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALAS2","Present",212,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALB","Absent",213,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALCAM","Present",214,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH16A1","Absent",126133,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"ALDH18A1","Present",5832,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH1A1","Present",216,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH1A2","Present",8854,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH1A3","Present",220,0.5,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"ALDH1B1","Present",219,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH1L1","Present",10840,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH1L2","Present",160428,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH2","Present",217,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH3A1","Present",218,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH3A2","Present",224,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
"ALDH3B1","Present",221,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0",NA
